rank,score,kw_matched,kw_total,name,institution,department,openalex_url,orcid,homepage_url,h_index,cited_by_count,works_count,top_topics,matched_kws,missed_kws,paper1_title,paper1_year,paper1_journal,paper1_doi,paper1_abstract_snippet,paper2_title,paper2_year,paper2_journal,paper2_doi,paper2_abstract_snippet,paper3_title,paper3_year,paper3_journal,paper3_doi,paper3_abstract_snippet,paper4_title,paper4_year,paper4_journal,paper4_doi,paper4_abstract_snippet,paper5_title,paper5_year,paper5_journal,paper5_doi,paper5_abstract_snippet,paper6_title,paper6_year,paper6_journal,paper6_doi,paper6_abstract_snippet,paper7_title,paper7_year,paper7_journal,paper7_doi,paper7_abstract_snippet,paper8_title,paper8_year,paper8_journal,paper8_doi,paper8_abstract_snippet,paper9_title,paper9_year,paper9_journal,paper9_doi,paper9_abstract_snippet,paper10_title,paper10_year,paper10_journal,paper10_doi,paper10_abstract_snippet
1,41.8,8,53,Xianming Shi,University of Miami,Department of Civil and Architectural Engineering,https://openalex.org/A5051940729,https://orcid.org/0000-0003-3576-8952,,59,13430,376,Smart Materials for Construction; Concrete and Cement Materials Research; Concrete Corrosion and Durability,physics-informed; digital twin; LCA; manufacturing; robotics; additive manufacturing; artificial intelligence; sustainability,machine learning combustion; NSGA-III; surrogate model; spark ignition engine; internal combustion engine; alternative fuels; convex hull; response surface methodology; fuel blend; alcohol gasoline; oxygenated fuel; biofuels; brake thermal efficiency; NOx prediction; emission reduction; emissions optimization; engine emissions; gradient boosting; XGBoost; evolutionary algorithm; Pareto optimization; data-driven optimization; knowledge graph; scientific machine learning; neural operator; Neo4j; graph neural network; stochastic modeling; Gaussian process; techno-economic analysis; life cycle assessment; multi-objective optimization; heat transfer; computational fluid dynamics; data driven thermodynamics; thermal management; renewable energy systems; energy optimization; decarbonization; energy transition; energy harvesting; vibration; control systems; digital shadow; machine learning,Wave-PINN: a wavelet-based physics-informed neural network for continuous pavement roughness evaluation from vehicle dynamics,2026,Mechanical Systems and Signal Processing,https://doi.org/10.1016/j.ymssp.2026.114232,,Leveraging emerging technologies to address the crisis of aging concrete infrastructure,2025,Journal of Infrastructure Preservation and Resilience,https://doi.org/10.1186/s43065-025-00147-x,"Aging concrete infrastructure faces accelerating deterioration from deferred maintenance, environmental exposure, and climate change, creating urgent demand for cost-effective, durable solutions. This Commentary argues that meeting this challenge requires an integrated rehabilitation framework that ",Effects of sequential hydration on restrained shrinkage for cement-stabilized unsaturated soil under cycles of wetting–drying,2025,Journal of Infrastructure Preservation and Resilience,https://doi.org/10.1186/s43065-025-00151-1,"Although cementitious stabilization allows for beneficial use of in-situ marginal materials and industrial byproducts, its broader application is often limited by shrinkage cracking. Instead of one-time hydration (OH), this study proposes an innovative sequential hydration (SH) approach to mitigate ",Reliability analysis of ammunition system based on zero-inflated negative binomial distribution,2025,IET conference proceedings.,https://doi.org/10.1049/icp.2025.3414,Traditional counting models often fail to accurately fit ammunition failure data with excessive zero values. This study aims to construct a zero-inflated negative binomial (ZINB) distribution model to more accurately characterize the complex statistical features of ammunition failure data with exces,Severity prediction in patients with oedema in cerebral contusion using deep learning from computed tomography scans,2025,Clinical Radiology,https://doi.org/10.1016/j.crad.2025.107113,,Biochar-amended engineered cementitious composites,2025,,https://doi.org/10.5703/1288284318025,"This study investigates the incorporation of biochar as a sustainable cement replacement in high-strength ECC, focusing on mechanical properties, durability, microstructural characteristics, and environmental impacts. Biochar was added at 5%, 10%, 20%, and 30% replacement levels by cement weight, an",Refining swarm behaviors with human-swarm interaction strategies: An improved monkey algorithm for multidimensional optimization problems,2025,Scientific Reports,https://doi.org/10.1038/s41598-025-12816-8,"This study introduces human-swarm interaction (HSI) strategies to enhance bio-inspired swarm intelligence (SI) algorithms, addressing inherent limitations of the traditional monkey algorithm (MA) such as premature convergence and computational inefficiency in complex search spaces. We propose three ",Ultrafine rice husk ash in alkali-activated slag systems: Synergistic modulation of Si/Ca and Si/Al ratios to improve mechanical performance and dimensional stability,2025,Construction and Building Materials,https://doi.org/10.1016/j.conbuildmat.2025.142969,,Biochar-amended high-strength engineered cementitious composites,2025,Cement and Concrete Composites,https://doi.org/10.1016/j.cemconcomp.2025.106219,,Improving the protective performance of discrete Zn-based sacrificial anode by increasing porosity and alkali concentration of its encapsulation matrix,2025,Cement and Concrete Composites,https://doi.org/10.1016/j.cemconcomp.2025.106200,
2,37.5,4,53,Susmita Bose,Washington State University,School of Mechanical and Materials Engineering,https://openalex.org/A5025156200,https://orcid.org/0000-0001-8601-016X,,89,30202,360,Bone Tissue Engineering Materials; Orthopaedic implants and arthroplasty; Additive Manufacturing and 3D Printing Technologies,surrogate model; manufacturing; additive manufacturing; artificial intelligence,machine learning combustion; NSGA-III; spark ignition engine; internal combustion engine; physics-informed; alternative fuels; convex hull; response surface methodology; fuel blend; alcohol gasoline; oxygenated fuel; biofuels; brake thermal efficiency; NOx prediction; emission reduction; emissions optimization; engine emissions; gradient boosting; XGBoost; evolutionary algorithm; Pareto optimization; data-driven optimization; digital twin; knowledge graph; scientific machine learning; neural operator; Neo4j; graph neural network; stochastic modeling; Gaussian process; techno-economic analysis; LCA; life cycle assessment; multi-objective optimization; heat transfer; computational fluid dynamics; data driven thermodynamics; thermal management; renewable energy systems; energy optimization; decarbonization; energy transition; robotics; energy harvesting; vibration; control systems; digital shadow; machine learning; sustainability,Discovery of Feasible 3D Printing Configurations for Metal Alloys via AI-Driven Adaptive Experimental Design,2026,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v40i47.41428,"Configuring the parameters of additive manufacturing processes for metal alloys is a challenging problem due to complex relationships between input parameters (e.g., laser power, scan speed) and quality of printed outputs. The standard trial-and-error approach to find feasible parameter configuratio",Corrigendum to “Corrosion-fatigue of additively manufactured Ti6Al4V” [J. Mech. Behav. Biomed. Mater. 175 107289],2025,Journal of the mechanical behavior of biomedical materials/Journal of mechanical behavior of biomedical materials,https://doi.org/10.1016/j.jmbbm.2025.107304,,Corrosion-fatigue of additively manufactured Ti6Al4V,2025,Journal of the mechanical behavior of biomedical materials/Journal of mechanical behavior of biomedical materials,https://doi.org/10.1016/j.jmbbm.2025.107289,,Enhanced <i>In Vivo</i> Osseointegration with Allicin-Loaded Hydroxyapatite Coatings for Orthopedic and Dental Applications,2025,ACS Applied Bio Materials,https://doi.org/10.1021/acsabm.5c00281,"This study investigates a strategy to improve the osteogenic capacity of Ti6Al4V implants by incorporating allicin onto hydroxyapatite-coated implant surfaces. Allicin, a bioactive compound derived from garlic, is recognized for its ability to modulate bone remodeling processes. Hydroxyapatite (HA) ",Multiple Drug Delivery Ability of Calcium Phosphate Scaffolds promotes Osteogenic Gene Expression in In Vitro Co-culture Model,2025,Regenerative Engineering and Translational Medicine,https://doi.org/10.1007/s40883-025-00439-4,,Curcumin and vitamin D3 release from calcium phosphate enhances bone regeneration,2025,Biomaterials Science,https://doi.org/10.1039/d4bm01188k,"Improving early <i>in vivo</i> osseointegration and removing residual cancer cells after tumor removal requires the development of novel bone implants with osteogenic and anti-cancer properties. Here, curcumin and vitamin D3 (Cur/VitD3) are loaded into calcium phosphate (CaP) matrices to improve <i>",Meta-structure of amorphous-inspired 65.1Co28.2Cr5.3Mo lattices augmented by artificial intelligence,2024,Advanced Composites and Hybrid Materials,https://doi.org/10.1007/s42114-024-01039-6,The online version contains supplementary material available at 10.1007/s42114-024-01039-6.,Bone Healing via Carvacrol and Curcumin Nanoparticle on 3D Printed Scaffolds,2024,Small,https://doi.org/10.1002/smll.202405642,"Carvacrol is a potent antimicrobial and anti-inflammatory agent, while curcumin possesses antioxidant, anti-inflammatory, and anticancer properties. These phytochemicals have poor solubility, bioavailability, and stability in their free form. Nanoencapsulation can reduce these limitations with enhan",Acemannan and chitosan release from hydroxyapatite-coated titanium enhances in vitro and in vivo biological properties,2024,Journal of materials research/Pratt's guide to venture capital sources,https://doi.org/10.1557/s43578-024-01434-1,,Additively manufactured 17–4 PH stainless steels for fracture management devices,2024,Virtual and Physical Prototyping,https://doi.org/10.1080/17452759.2024.2397698,"Stainless steel 316L (SS316L) is widely used in fracture management devices. However, SS316L does not offer any bacterial infection resistance and can cause metal-ion sensitivity due to Ni-ions' presence. 17-4PH can emerge as a promising substitute due to the intrinsic antibacterial properties of co"
3,35.7,3,53,Amit Bandyopadhyay,Washington State University,School of Mechanical and Materials Engineering,https://openalex.org/A5000075961,https://orcid.org/0000-0003-0992-5387,,95,36363,459,Bone Tissue Engineering Materials; Additive Manufacturing and 3D Printing Technologies; Orthopaedic implants and arthroplasty,surrogate model; manufacturing; additive manufacturing,machine learning combustion; NSGA-III; spark ignition engine; internal combustion engine; physics-informed; alternative fuels; convex hull; response surface methodology; fuel blend; alcohol gasoline; oxygenated fuel; biofuels; brake thermal efficiency; NOx prediction; emission reduction; emissions optimization; engine emissions; gradient boosting; XGBoost; evolutionary algorithm; Pareto optimization; data-driven optimization; digital twin; knowledge graph; scientific machine learning; neural operator; Neo4j; graph neural network; stochastic modeling; Gaussian process; techno-economic analysis; LCA; life cycle assessment; multi-objective optimization; heat transfer; computational fluid dynamics; data driven thermodynamics; thermal management; renewable energy systems; energy optimization; decarbonization; energy transition; robotics; energy harvesting; vibration; control systems; digital shadow; machine learning; artificial intelligence; sustainability,Discovery of Feasible 3D Printing Configurations for Metal Alloys via AI-Driven Adaptive Experimental Design,2026,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v40i47.41428,"Configuring the parameters of additive manufacturing processes for metal alloys is a challenging problem due to complex relationships between input parameters (e.g., laser power, scan speed) and quality of printed outputs. The standard trial-and-error approach to find feasible parameter configuratio",Contamination of 316L powder with Ti6Al4V during laser powder bed fusion,2026,Virtual and Physical Prototyping,https://doi.org/10.1080/17452759.2026.2626647,"Cross-contamination of powders in metal additive manufacturing (AM) is concerning because it can alter the resulting mechanical properties. Stainless steel (SS316L) and Ti6Al4V (Ti64) are top choices for biomedical devices and are often used in metal AM. In this study, the effect of cross-contaminat",Corrigendum to “Corrosion-fatigue of additively manufactured Ti6Al4V” [J. Mech. Behav. Biomed. Mater. 175 107289],2025,Journal of the mechanical behavior of biomedical materials/Journal of mechanical behavior of biomedical materials,https://doi.org/10.1016/j.jmbbm.2025.107304,,Corrosion-fatigue of additively manufactured Ti6Al4V,2025,Journal of the mechanical behavior of biomedical materials/Journal of mechanical behavior of biomedical materials,https://doi.org/10.1016/j.jmbbm.2025.107289,,Understanding the reusability of Ti6Al4V powder in laser powder bed fusion,2025,Engineering Science in Additive Manufacturing,https://doi.org/10.36922/esam025420028,"This study aimed to determine the effects of how powder degrades in quality from use in the laser powder bed fusion (L-PBF) process and investigate what changes in the powder cause defects in finished parts. It was determined that the reused powder affected the finished part quality, resulting in an",Metal additive manufacturing with powder and wire feedstocks,2025,Virtual and Physical Prototyping,https://doi.org/10.1080/17452759.2025.2587790,"Metal additive manufacturing (AM) eliminates traditional design and production limitations, enabling the creation of complex geometries layer-by-layer from bulk material. The form of the material feedstock has a significant influence on design, efficiency, and process performance. A dichotomy is qui",Commercially pure titanium via wire arc directed energy deposition using localised shielding,2025,Philosophical Magazine Letters,https://doi.org/10.1080/09500839.2025.2533788,"Powder-based additive manufacturing (AM) of commercially pure titanium (CPTi) presents challenges regarding feedstock handling, surface oxide formation, and limited build volume. This study examines the microstructural, mechanical, and crystallographic properties of wire arc-directed energy depositi","Hydroxyapatite-Reinforced, Infection-Resistant CoCrMo-3Cu for Load-Bearing Implants",2025,ACS Applied Materials & Interfaces,https://doi.org/10.1021/acsami.5c08994,"CoCrMo (Cobalt-Chromium-Molybdenum, CCM) alloys offer excellent wear resistance for the articulating surfaces of load-bearing implants. However, cancer-causing cobalt ions may be released <i>in vivo</i> during articulation. Bacterial infection and biofilm formation on the implant surface are also co",Body composition and cardiorespiratory fitness of Indian online delivery executives,2025,Indian Journal of Physiology and Pharmacology,https://doi.org/10.25259/ijpp_65_2025,Objectives: Online delivery executives (DEs) have become the spine of the e-commerce delivery industry because of the doorstep delivery of commodities. The present study evaluates the body composition parameters and cardiorespiratory fitness (expressed in terms of VO 2max ) of online DEs. Materials ,"Evaluation of Work Related Musculoskeletal Disorders (WRMSDs) among Online Delivery Executives of Kolkata, West Bengal",2025,Indian Journal of Occupational and Environmental Medicine,https://doi.org/10.4103/ijoem.ijoem_71_25,The study infers that delivery executives are extremely prone to WRMSDs on account of their occupational factors.
4,35.7,3,53,Zhiwu Zhang,University of Wisconsin–Madison,School of Human Sciences,https://openalex.org/A5065237213,https://orcid.org/0000-0002-5784-9684,,56,31456,274,Genetic Mapping and Diversity in Plants and Animals; Genetic and phenotypic traits in livestock; Genetics and Plant Breeding,robotics; machine learning; artificial intelligence,machine learning combustion; NSGA-III; surrogate model; spark ignition engine; internal combustion engine; physics-informed; alternative fuels; convex hull; response surface methodology; fuel blend; alcohol gasoline; oxygenated fuel; biofuels; brake thermal efficiency; NOx prediction; emission reduction; emissions optimization; engine emissions; gradient boosting; XGBoost; evolutionary algorithm; Pareto optimization; data-driven optimization; digital twin; knowledge graph; scientific machine learning; neural operator; Neo4j; graph neural network; stochastic modeling; Gaussian process; techno-economic analysis; LCA; life cycle assessment; multi-objective optimization; heat transfer; computational fluid dynamics; data driven thermodynamics; thermal management; renewable energy systems; energy optimization; decarbonization; energy transition; manufacturing; energy harvesting; vibration; control systems; additive manufacturing; digital shadow; sustainability,The transformation from human surplus value to AI algorithmic surplus value: logic of the critique of capital in the era of AI,2025,Humanities and Social Sciences Communications,https://doi.org/10.1057/s41599-025-06420-4,Abstract This article asks a deep and urgent question for the age of artificial intelligence: how will the gains from algorithmically mediated production be distributed across society? We reconceptualize algorithmic surplus value (ASV) not as a break with Marx’s labour theory of value but as a digit,Medicago super-pangenome reveals adaptive advantages and evolutionary constraints in autotetraploid alfalfa,2025,Nature Communications,https://doi.org/10.1038/s41467-025-67280-9,"The genetic basis for the adaptive advantages of polyploids over their diploid relatives remains poorly understood. To address this knowledge gap, we generate a haplotype-resolved autotetraploid alfalfa (Medicago sativa subsp. sativa) genome and construct a super-pangenome from 13 genomes across sev",A Novel Maneuvering Target Tracking Method Using Dynamic RCS Information,2025,,https://doi.org/10.1109/cisp-bmei68103.2025.11259205,"Maneuvering target tracking remains a critical and challenging task in radar signal processing due to the inherent uncertainty and complexity of target motion. The Kalman Filter and its various extensions have been widely applied for target tracking. However, their performance often degrades when de",Genome‐wide association study of seed mineral nutrients in peas ( <i>Pisum sativum</i> L.),2025,The Plant Genome,https://doi.org/10.1002/tpg2.70137,"Pea (Pisum sativum L.) is an important crop with high nutritional value and agricultural benefits. This study aimed to identify genetic factors that influence the levels of mineral elements (B, Ca, Cu, Fe, K, Mg, Mn, Na, P, S, Zn, Co, Mo, Ni, and Se) in pea seeds. A panel of 482 genetically variable",Integrated phenomic and genomic analyses unveil modes of altered phenotypic plasticity during wheat improvement,2025,Genome biology,https://doi.org/10.1186/s13059-025-03740-1,We systematically evaluate phenome-wide wheat phenotypic plasticity. Two reaction-norm parameters based on specific environmental indices capture varied degrees of phenotypic plasticity for each trait across wheat accessions. Two Green Revolution genes have different effect spectra in altering pheno,Genome-wide analyses reveal intricate genetic mechanisms underlying egg production efficiency in chickens,2025,Journal of Animal Science and Biotechnology/Journal of animal science and biotechnology,https://doi.org/10.1186/s40104-025-01245-2,"Collectively, our multiple genome analyses reveal a complex genetic mechanism underlying more efficient and stable egg production, and establish chicken genetics as a model for studying reproductive efficiency across species.",No more laborious stem counting: AI-powered computer vision enables identification and quantification of solid and hollow alfalfa stems at the pixel level,2025,Smart Agricultural Technology,https://doi.org/10.1016/j.atech.2025.101278,"• Novel thresholding of irregular polygons using YOLO, Otsu, and k-means learning • First-of-its-kind approach to quantify stem hollowness scores at the pixel level • Converting subjective to objective stem phenotyping with high accuracy • Automating stem hollowness phenotyping and data collection w",Inhibition of ARH2 by pH/ROS-responsive nanosystem for improved lung adenocarcinoma immunochemotherapy,2025,Bioactive Materials,https://doi.org/10.1016/j.bioactmat.2025.07.042,"Immunotherapy resistance remains a substantial barrier to improving treatment outcomes for patients with lung adenocarcinoma (LUAD). Identifying effective immunotherapy target is crucial for enhancing therapeutic efficacy in LUAD. Through database analysis, we discovered that ADP ribosylhydrolase-li",Experimental Studies on the Correlation Between Mesostructural Evolution and Physico-Mechanical Properties of Granite After Exposure to High Temperatures,2025,International Journal of Architectural Heritage,https://doi.org/10.1080/15583058.2025.2538112,,Circular RNA circLIMK1-005 promotes the progression of lung adenocarcinoma by interacting with RPA1 protein to activate CDK4 signaling,2025,Cell Death Discovery,https://doi.org/10.1038/s41420-025-02565-y,"Lung adenocarcinoma (LUAD) is the leading cause of cancer death worldwide. Circular RNAs (circRNAs) have emerged as potential key players in the onset and progression of various cancers. However, the specific roles and mechanisms of circRNAs in LUAD remain largely unexplored. Here, we aimed to eluci"
5,33.8,2,53,Dan Du,Chenzhou First People's Hospital,Center of Excellence for Pancreatitis,https://openalex.org/A5079462468,https://orcid.org/0000-0003-1952-4042,,105,42453,595,Advanced biosensing and bioanalysis techniques; Electrochemical sensors and biosensors; Electrochemical Analysis and Applications,machine learning; artificial intelligence,machine learning combustion; NSGA-III; surrogate model; spark ignition engine; internal combustion engine; physics-informed; alternative fuels; convex hull; response surface methodology; fuel blend; alcohol gasoline; oxygenated fuel; biofuels; brake thermal efficiency; NOx prediction; emission reduction; emissions optimization; engine emissions; gradient boosting; XGBoost; evolutionary algorithm; Pareto optimization; data-driven optimization; digital twin; knowledge graph; scientific machine learning; neural operator; Neo4j; graph neural network; stochastic modeling; Gaussian process; techno-economic analysis; LCA; life cycle assessment; multi-objective optimization; heat transfer; computational fluid dynamics; data driven thermodynamics; thermal management; renewable energy systems; energy optimization; decarbonization; energy transition; manufacturing; robotics; energy harvesting; vibration; control systems; additive manufacturing; digital shadow; sustainability,Simulation of ICRF Wave Propagation and Absorption with Toroidal Multipass Conditions in EAST,2026,Fusion Science & Technology,https://doi.org/10.1080/15361055.2026.2633073,,Elevated serum uric acid before 20 weeks of gestation increases the risk of preeclampsia,2026,Scientific Reports,https://doi.org/10.1038/s41598-026-36218-6,This study aimed to investigate the association between serum uric acid level before gestational age of 20 weeks and preeclampsia. This study included pregnant women of three hospitals from January 2018 to June 2024. Clinical data were extracted using electronic medical record systems. The exposure ,Chaihu shugan powder ameliorated chronic pancreatitis by reprogramming SMS2-mediated sphingolipid metabolism in M1 macrophages,2025,Phytomedicine,https://doi.org/10.1016/j.phymed.2025.157565,,Emerging 2D Materials and Their Hybrid Nanostructures for Label‐Free Optical Biosensing: Recent Progress and Outlook,2025,Advanced Functional Materials,https://doi.org/10.1002/adfm.202513767,"The increasing demand for rapid detection and remote monitoring with high sensitivity and selectivity has driven the development of label-free optical biosensors based on 2D materials (2DMs). Owing to their high surface-to-volume ratio and unique, tunable electrical and optical properties, 2DMs are ","Global, regional, and national burdens of MDR-TB attributable to smoking from 1990 to 2021 with a prediction from 2022 to 2050",2025,Frontiers in Public Health,https://doi.org/10.3389/fpubh.2025.1634772,"The burden of MDR-TB worldwide, adjusted for age, and related to smoking, has shown a decline from 1990 to 2021. However, regional disparities have been identified, with some areas experiencing an increase in this burden. These regions with a higher burden emphasize the necessity for the implementat",Editorial Expression of Concern: HP-β-CD-PLGA nanoparticles improve the penetration and bioavailability of puerarin and enhance the therapeutic effects on brain ischemia–reperfusion injury in rats,2025,Naunyn-Schmiedeberg s Archives of Pharmacology,https://doi.org/10.1007/s00210-025-04437-9,,Engineering Active Sites in Single-Atom Catalysts for Enhanced Oxygen Reduction Reaction: Strategies and Outlook,2025,ACS Energy Letters,https://doi.org/10.1021/acsenergylett.5c01228,"Carbon-based single-atom catalysts (SACs) combine the advantages of atomic efficiency and unique electronic configuration, making them promising candidates for next-generation oxygen reduction reaction (ORR) catalysts. Despite their notable catalytic properties, a performance gap still exists betwee",Prediction of secondary circuit power generation for nuclear units based on WSA-VMD-BP approach,2025,Annals of Nuclear Energy,https://doi.org/10.1016/j.anucene.2025.111721,• Thermodynamic model of the secondary circuits is constructed based on moving boundary and finite volume method. • A WSA-VMD-BP method is constructed for power generation prediction. • WSA-VMD-BP method shows best prediction accuracy of WIA ∼ 0.99 when using permutation entropy as fitting function.,Discovery and optimization of ester-linked ibuprofen-glycine hybrids as the NF-κB pathway inhibitors for the treatment of ulcerative colitis,2025,Journal of Molecular Structure,https://doi.org/10.1016/j.molstruc.2025.143198,,Sarcosine decreases in sarcopenia and enhances muscle regeneration and adipose thermogenesis by activating anti-inflammatory macrophages,2025,Nature Aging,https://doi.org/10.1038/s43587-025-00900-7,
6,33.8,2,53,James Stegen,Washington State University,School of the Environment,https://openalex.org/A5073834446,https://orcid.org/0000-0001-9135-7424,,59,24490,4744,Seismic Waves and Analysis; Methane Hydrates and Related Phenomena; Earthquake Detection and Analysis,machine learning; artificial intelligence,machine learning combustion; NSGA-III; surrogate model; spark ignition engine; internal combustion engine; physics-informed; alternative fuels; convex hull; response surface methodology; fuel blend; alcohol gasoline; oxygenated fuel; biofuels; brake thermal efficiency; NOx prediction; emission reduction; emissions optimization; engine emissions; gradient boosting; XGBoost; evolutionary algorithm; Pareto optimization; data-driven optimization; digital twin; knowledge graph; scientific machine learning; neural operator; Neo4j; graph neural network; stochastic modeling; Gaussian process; techno-economic analysis; LCA; life cycle assessment; multi-objective optimization; heat transfer; computational fluid dynamics; data driven thermodynamics; thermal management; renewable energy systems; energy optimization; decarbonization; energy transition; manufacturing; robotics; energy harvesting; vibration; control systems; additive manufacturing; digital shadow; sustainability,Accuracy evaluation of cost-effective 3D reconstruction approaches for hydrobiogeochemical processes in non-perennial stream riverbeds,2026,Frontiers in Environmental Science,https://doi.org/10.3389/fenvs.2026.1725258,"Non-perennial streams, characterized by intermittent or episodic flows, comprise over half of global river networks and play an essential role in several ecosystem functions. Accurate stream channel topography is critical for representing flow, hyporheic exchange, and nutrient transport. Although ma",Basin-scale connections between reach-scale sediment respiration and point-scale organic-matter decomposition,2025,,https://doi.org/10.5194/egusphere-2025-6084,"Abstract. Stream and river ecosystems play a central role in the movement and decomposition of particulate organic matter, serving as a conduit between terrestrial hillslopes and coastal environments. Microbial-catalyzed decomposition generates simpler organic molecules that fuel respiration, often ","Supplementary material to ""Basin-scale connections between reach-scale sediment respiration and point-scale organic-matter decomposition""",2025,,https://doi.org/10.5194/egusphere-2025-6084-supplement,,Conserved environmental adaptations of stream microbiomes in the hyporheic zone across North America,2025,Microbiome,https://doi.org/10.1186/s40168-025-02236-1,"The hyporheic zone is a microbial hotspot in stream ecosystems, surpassing the activity of overlaying riverine surface waters. Metabolic activity in the form of sulfur and nitrogen cycling in hyporheic sediments is governed by multiple taxa interacting through metabolic handoffs. Despite the spatial",Unveiling the dark matter of riverine dissolved organic matter and its role in molecular chemodiversity,2025,Water Research,https://doi.org/10.1016/j.watres.2025.124870,,"Water column respiration in the Yakima River basin is explained by temperature, nutrients, and suspended solids",2025,Biogeosciences,https://doi.org/10.5194/bg-22-6137-2025,"Abstract. Understanding aquatic ecosystem metabolism involves the study of two key processes: carbon fixation via primary production and organic C mineralization as total ecosystem respiration (ERtot). In streams and rivers, ERtot includes respiration in the water column (ERwc) and in the sediments ",Monitoring river flow status using low-cost wildlife camera and image segmentation artificial intelligence,2025,Environmental Modelling & Software,https://doi.org/10.1016/j.envsoft.2025.106715,"Continuous measurement and monitoring of surface water coverage in non-perennial streams are essential for understanding the exchange fluxes between surface and subsurface waters under both inundated and non-inundated conditions. In this study, a wildlife camera photo-based framework was developed t",The Emergence and Promise of Functional Chemogeography of Organic Matter,2025,Global Change Biology,https://doi.org/10.1111/gcb.70435,"Organisms in ecosystems continuously release a myriad of organic matter molecules that undergo microbial and abiotic transformation, processes that critically influence carbon storage and climate feedbacks. Yet, a systematic understanding of what determines the transformation and persistence of orga",Shared leadership can promote success in collaborative research networks in ecology,2025,Functional Ecology,https://doi.org/10.1111/1365-2435.70109,"Abstract While collaborative science is becoming the norm in ecology, many ecologists participating in collaborations are less aware of the body of research that studies the processes by which collaborative teams organize and communicate. Here, we discuss how we successfully used a shared leadership",Different methods of estimating riverbed sediment grain size diverge at the basin scale,2025,Frontiers in Earth Science,https://doi.org/10.3389/feart.2025.1529503,"Introduction The distribution of sediment grain size in streams and rivers is often quantified by the median grain size (D50), a key metric for understanding and predicting hydrologic and biogeochemical function of streams and rivers. Manual D50 measurements are time-consuming and ignore larger grai"
